bill_id,sponsor_name
ocd-bill/8fef453e-52f6-48a5-9b49-5d82dce92f63,William Colton
ocd-bill/8fef453e-52f6-48a5-9b49-5d82dce92f63,Christopher Eachus
ocd-bill/e27b58a3-7939-482d-82a6-13803ddff284,Chantel Jackson
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,Brian Maher
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,Eric Brown
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,Scott H. Bendett
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,Joe DeStefano
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,John Lemondes
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,Karl Brabenec
ocd-bill/38e28e5b-1ca0-46e2-9945-05ce620ad521,David McDonough
ocd-bill/e8b7eb9c-32aa-44de-a49a-1bac9e078d88,Deborah Glick
ocd-bill/e8b7eb9c-32aa-44de-a49a-1bac9e078d88,Linda Rosenthal
ocd-bill/e8b7eb9c-32aa-44de-a49a-1bac9e078d88,Vivian Cook
ocd-bill/e8b7eb9c-32aa-44de-a49a-1bac9e078d88,Patricia Fahy
ocd-bill/aefdfc3c-7a8b-4605-878c-ebd9cc11cd0f,Linda Rosenthal
ocd-bill/aefdfc3c-7a8b-4605-878c-ebd9cc11cd0f,David Weprin
ocd-bill/5b4f340b-0e14-4bea-aaf7-15a2dd8c6718,Patricia Fahy
ocd-bill/e67c83a0-aefc-4f0d-bdc2-07f351a63241,William Colton
ocd-bill/e67c83a0-aefc-4f0d-bdc2-07f351a63241,Jonathan Rivera
ocd-bill/e67c83a0-aefc-4f0d-bdc2-07f351a63241,Pamela J. Hunter
ocd-bill/de0603fd-7f1f-49d7-ad8b-2cb90930124a,Al Taylor
ocd-bill/c0e89249-11c7-4ec1-a724-484ed06b4360,Robert C. Carroll
ocd-bill/c0e89249-11c7-4ec1-a724-484ed06b4360,Stacey Pheffer Amato
ocd-bill/64269bd8-8347-4efb-a080-00d22466b062,Carl Heastie
ocd-bill/de5436a2-7cf4-4557-8a7b-1fcf37b1efc5,Harry B. Bronson
ocd-bill/db863822-3b48-4c7a-93be-b2b3df13f8de,Steven Otis
ocd-bill/1d5ac22b-2c06-42d2-9dee-c0d861553c15,Jeffrey Dinowitz
ocd-bill/345e15e9-aef9-4052-b16d-f3909085822e,Steve Stern
ocd-bill/345e15e9-aef9-4052-b16d-f3909085822e,Kimberly Jean-Pierre
ocd-bill/345e15e9-aef9-4052-b16d-f3909085822e,David Weprin
ocd-bill/b177de29-7318-48eb-b369-cc520a89198c,Al Taylor
ocd-bill/8625bf0c-1bdc-4196-8330-27ce7fad3e2a,Patricia Fahy
ocd-bill/23851c39-d2e0-432b-aaee-fb1d1cea5f67,Fred Thiele
ocd-bill/23851c39-d2e0-432b-aaee-fb1d1cea5f67,Latrice Walker
ocd-bill/5704036d-518d-4b55-9552-a76d2ac63ef1,Patricia Fahy
ocd-bill/e1c982b5-dbca-4f32-a2fa-9fc6ded7ffda,Rodneyse Bichotte Hermelyn
ocd-bill/e1c982b5-dbca-4f32-a2fa-9fc6ded7ffda,Eddie Gibbs
ocd-bill/90944a34-3cfb-4041-a824-c9ab8f2decf8,Patricia Fahy
ocd-bill/4fccbda2-8ba4-4329-8b99-bd5500a5ad91,Stacey Pheffer Amato
ocd-bill/60428137-2281-46fe-8c41-6d3fcf6eaacd,Eddie Gibbs
ocd-bill/60428137-2281-46fe-8c41-6d3fcf6eaacd,Nader Sayegh
ocd-bill/60428137-2281-46fe-8c41-6d3fcf6eaacd,Stefani Zinerman
ocd-bill/60428137-2281-46fe-8c41-6d3fcf6eaacd,Jodi Giglio
ocd-bill/60428137-2281-46fe-8c41-6d3fcf6eaacd,Jo Anne Simon
ocd-bill/103c4254-729d-4feb-ba58-d7a3802c4e7e,Fred Thiele
ocd-bill/21d48b85-d412-4772-bd01-05dece875446,Aileen Gunther
ocd-bill/21d48b85-d412-4772-bd01-05dece875446,Phil Steck
ocd-bill/21d48b85-d412-4772-bd01-05dece875446,William Colton
ocd-bill/21d48b85-d412-4772-bd01-05dece875446,Joe DeStefano
ocd-bill/21d48b85-d412-4772-bd01-05dece875446,Karl Brabenec
ocd-bill/55990f69-edf3-430b-9ce0-b501b11db626,Patricia Fahy
ocd-bill/55990f69-edf3-430b-9ce0-b501b11db626,Rebecca Seawright
ocd-bill/55990f69-edf3-430b-9ce0-b501b11db626,Jo Anne Simon
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Patricia Fahy
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Steven Otis
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Donna Lupardo
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Didi Barrett
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Fred Thiele
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Rebecca Seawright
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,William Colton
ocd-bill/e1bf0dbd-f760-4b10-a9e7-1e97b2feaeb8,Edward Braunstein
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Jeffrey Dinowitz
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Jonathan Rivera
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Yudelka Tapia
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Rebecca Seawright
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Joe DeStefano
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Angelo J. Morinello
ocd-bill/ada07b33-37fa-449a-b747-e011b349a423,Jeffrion Aubry
ocd-bill/e9f33996-1841-4d0b-811d-b7279d411f38,Chantel Jackson
ocd-bill/f9531f16-5d3e-4564-8952-40be31e33bab,Chantel Jackson
ocd-bill/ec26a1d1-9011-48c9-aea3-86fef0b06f8e,Aileen Gunther
ocd-bill/44c1f005-74ef-4f37-a35e-33cf1bfc684f,David McDonough
ocd-bill/44c1f005-74ef-4f37-a35e-33cf1bfc684f,Scott H. Bendett
ocd-bill/44c1f005-74ef-4f37-a35e-33cf1bfc684f,Eric Brown
ocd-bill/44c1f005-74ef-4f37-a35e-33cf1bfc684f,Eddie Gibbs
ocd-bill/a6d9608e-50d7-4446-aae1-f8de6645da41,David McDonough
ocd-bill/a6d9608e-50d7-4446-aae1-f8de6645da41,Scott H. Bendett
ocd-bill/a6d9608e-50d7-4446-aae1-f8de6645da41,Eric Brown
ocd-bill/a6d9608e-50d7-4446-aae1-f8de6645da41,Joe DeStefano
ocd-bill/a6d9608e-50d7-4446-aae1-f8de6645da41,Lester Chang
ocd-bill/a6d9608e-50d7-4446-aae1-f8de6645da41,Jake Ryan Blumencranz
ocd-bill/f5d6b6ca-8621-40cf-a414-0de99431eb0f,Chantel Jackson
ocd-bill/61871e53-7adf-4b7d-b52e-309e86eaffa4,David McDonough
ocd-bill/61871e53-7adf-4b7d-b52e-309e86eaffa4,Michael J. Norris
ocd-bill/61871e53-7adf-4b7d-b52e-309e86eaffa4,Eddie Gibbs
ocd-bill/2007bd98-a908-434a-8d06-54026e77f4e9,Patricia Fahy
ocd-bill/d991b82e-dd2e-466c-b898-2f04b3c2115f,Patricia Fahy
ocd-bill/d991b82e-dd2e-466c-b898-2f04b3c2115f,Donna Lupardo
ocd-bill/d991b82e-dd2e-466c-b898-2f04b3c2115f,Deborah Glick
ocd-bill/d991b82e-dd2e-466c-b898-2f04b3c2115f,Jo Anne Simon
ocd-bill/d991b82e-dd2e-466c-b898-2f04b3c2115f,Inez E. Dickens
ocd-bill/ab41fc8a-c2d0-45c2-b1e5-c36261012a3b,Inez E. Dickens
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Andrew Hevesi
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Anna Kelles
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Brian Cunningham
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Chris Burdick
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Jeffrion Aubry
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,MaryJane Shimsky
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Gina Sillitti
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,William Colton
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Steven Raga
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Latrice Walker
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Phara Souffrant Forrest
ocd-bill/779275fd-9069-4c71-b729-bd72322a72aa,Alex Bores
ocd-bill/0fce3a15-95af-4f20-820f-a734438b9465,Rodneyse Bichotte Hermelyn
ocd-bill/0fce3a15-95af-4f20-820f-a734438b9465,Jo Anne Simon
ocd-bill/0fce3a15-95af-4f20-820f-a734438b9465,Stefani Zinerman
ocd-bill/0fce3a15-95af-4f20-820f-a734438b9465,Rebecca Seawright
ocd-bill/0fce3a15-95af-4f20-820f-a734438b9465,Chantel Jackson
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Patricia Fahy
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Didi Barrett
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,William Magnarelli
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Tony Simone
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Fred Thiele
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Angelo Santabarbara
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Donna Lupardo
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Deborah Glick
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,William Colton
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Rebecca Seawright
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Jeffrey Dinowitz
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Clyde Vanel
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Albert A. Stirpe
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Phil Steck
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Daniel Rosenthal
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Monica P. Wallace
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Al Taylor
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Robert C. Carroll
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Manny De Los Santos
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Karines Reyes
ocd-bill/f9957015-87b3-4bc4-b239-34c9060b918b,Jonathan Jacobson
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Rodneyse Bichotte Hermelyn
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Linda Rosenthal
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Kimberly Jean-Pierre
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Rebecca Seawright
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Inez E. Dickens
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Jo Anne Simon
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Harvey Epstein
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Jeffrey Dinowitz
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Deborah Glick
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Phil Steck
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Jonathan Jacobson
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Demond Meeks
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Stefani Zinerman
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Chantel Jackson
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Karines Reyes
ocd-bill/ea5d73e0-cb4b-4704-80de-7b767fe4b828,Grace Lee
ocd-bill/49605714-26b0-4ede-ad56-347a8f322c49,Al Taylor
ocd-bill/4b458759-d0d5-41cf-ab0e-f6ee17404e65,Deborah Glick
ocd-bill/4b458759-d0d5-41cf-ab0e-f6ee17404e65,Christopher Eachus
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,David McDonough
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,Scott H. Bendett
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,Eric Brown
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,Joe DeStefano
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,Joe Angelino
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,Jodi Giglio
ocd-bill/3c70a6d9-1bcf-435d-ba78-f690505f53b9,Edward Flood
ocd-bill/cd83b723-028f-4754-8299-16ab9a5dfb7e,Patricia Fahy
ocd-bill/161810b3-f923-4ff1-b847-22d5e6778529,Al Taylor
ocd-bill/161810b3-f923-4ff1-b847-22d5e6778529,Dana Levenberg
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,William A. Barclay
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Philip Palmesano
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,John Lemondes
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Stephen Hawley
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Chris Tague
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Mary Beth Walsh
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Matthew Simpson
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Joseph Giglio
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Brian Manktelow
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Brian D. Miller
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Kenneth Blankenbush
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Doug Smith
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Jeff Gallahan
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Marjorie Byrnes
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Joe Angelino
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Angelo J. Morinello
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Karl Brabenec
ocd-bill/f3c276c6-f5d7-4a13-b2b1-8ac5f897e91a,Joe DeStefano
ocd-bill/2d909aa2-160e-4401-88bf-f59e775083fe,Rodneyse Bichotte Hermelyn
ocd-bill/49d7e323-a40d-4e71-ac5a-789cb424138a,Al Taylor
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,Rodneyse Bichotte Hermelyn
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,William Colton
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,Catalina Cruz
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,Chantel Jackson
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,Dana Levenberg
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,Latrice Walker
ocd-bill/96b7e21c-8f9c-4250-8a28-e782fb70ab45,Anna Kelles
ocd-bill/370cfd1d-1d6c-4e8b-aba4-0ecef85e1c03,Phil Steck
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Vivian Cook
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Crystal Peoples-Stokes
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Harvey Epstein
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,William Colton
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Karines Reyes
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Nader Sayegh
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Taylor Darling
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Jaime R. Williams
ocd-bill/0a4a9166-e91d-49bb-b049-45022e262b95,Steven Raga
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Chris Tague
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Brian Manktelow
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Robert Smullen
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Karl Brabenec
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Jeff Gallahan
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Stephen Hawley
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,John Lemondes
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Philip Palmesano
ocd-bill/913dfcb1-4d4a-456d-b731-1e7477adaa4b,Maritza Davila
ocd-bill/609af5b3-f2d7-48c6-8738-fcdd0bf2ece3,John K. Mikulin
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,William Colton
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Linda Rosenthal
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Al Taylor
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Jo Anne Simon
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Vivian Cook
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Deborah Glick
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Jonathan Rivera
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Charles Lavine
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Rebecca Seawright
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Patricia Fahy
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,Steven Otis
ocd-bill/dd117bf3-9409-4b58-be55-1a4452f23011,David Weprin
ocd-bill/6e053c8b-3634-4f7f-9f02-e5887ef5950e,Chantel Jackson
ocd-bill/fed62e7c-f63b-4069-9d43-8c9536e41936,Aileen Gunther
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Linda Rosenthal
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Jeffrey Dinowitz
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Phil Steck
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Jo Anne Simon
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Karines Reyes
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Jessica Gonzalez-Rojas
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Zohran Mamdani
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Chris Burdick
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Phara Souffrant Forrest
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Andrew Hevesi
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Catalina Cruz
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Sarah Clark
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Emily Gallagher
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Al Taylor
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,David Weprin
ocd-bill/43c0effa-8624-4d53-b347-840b259714bc,Latrice Walker
ocd-bill/fd0c17ae-83b2-4cef-b3a8-e9bb56df7f3b,John Lemondes
ocd-bill/fd0c17ae-83b2-4cef-b3a8-e9bb56df7f3b,Christopher Friend
ocd-bill/fd0c17ae-83b2-4cef-b3a8-e9bb56df7f3b,David McDonough
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Phil Steck
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Marianne Buttenschon
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,William Colton
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Catalina Cruz
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Inez E. Dickens
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Harvey Epstein
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Karines Reyes
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Linda Rosenthal
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Angelo Santabarbara
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Nader Sayegh
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Rebecca Seawright
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Jo Anne Simon
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,David Weprin
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Jaime R. Williams
ocd-bill/fcc77e55-f43d-4884-a340-c8990b47c94d,Anna Kelles
ocd-bill/ef702d81-f206-4bd6-81d8-a7f7b7171a7e,Helene Weinstein
ocd-bill/ef702d81-f206-4bd6-81d8-a7f7b7171a7e,Rebecca Seawright
ocd-bill/ef702d81-f206-4bd6-81d8-a7f7b7171a7e,Al Taylor
ocd-bill/ef702d81-f206-4bd6-81d8-a7f7b7171a7e,Pamela J. Hunter
ocd-bill/ef702d81-f206-4bd6-81d8-a7f7b7171a7e,Michael Durso
ocd-bill/831c3e9a-3f86-42fb-a5ee-6f7b52f44ee1,Rodneyse Bichotte Hermelyn
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,William A. Barclay
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,Brian Manktelow
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,Angelo J. Morinello
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,Matthew Simpson
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,John Lemondes
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,Joe DeStefano
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,Joseph Giglio
ocd-bill/ec6246f9-d251-455e-b856-b2fbb80b53d2,Karl Brabenec
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Donna Lupardo
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Steven Raga
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Robert C. Carroll
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Rodneyse Bichotte Hermelyn
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Sarah Clark
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Linda Rosenthal
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Steven Otis
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Amanda Septimo
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Jo Anne Simon
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Latoya Joyner
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,John Zaccaro Jr.
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Albert A. Stirpe
ocd-bill/c8c76195-fcc7-4730-a674-ef1c9e130cec,Grace Lee
ocd-bill/a6cd29f2-3d3f-4df8-bf92-7dc8c67f0490,Fred Thiele
ocd-bill/7ce77c7c-498f-418a-b6e7-a63fd76bda37,Steve Stern
ocd-bill/41924aa4-3046-4738-bcec-ef837ac5d6fa,Deborah Glick
ocd-bill/41924aa4-3046-4738-bcec-ef837ac5d6fa,Jo Anne Simon
ocd-bill/41924aa4-3046-4738-bcec-ef837ac5d6fa,Jessica Gonzalez-Rojas
ocd-bill/41924aa4-3046-4738-bcec-ef837ac5d6fa,Tony Simone
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Stephen Hawley
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Karl Brabenec
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Kenneth Blankenbush
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Chris Tague
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Joe Angelino
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Jeff Gallahan
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Joe DeStefano
ocd-bill/4b408d5e-a9f4-4bcd-b9b3-4eb15f4669eb,Brian Manktelow
ocd-bill/0f2f80e5-cedc-4e09-9179-c7f5310fbd22,Phil Steck
ocd-bill/1611f9bb-96ee-4c39-8faf-257aaaa3f827,David McDonough
ocd-bill/3353d83e-4e87-499c-bc46-2e7a44ac480d,Steven Otis
ocd-bill/3353d83e-4e87-499c-bc46-2e7a44ac480d,Edward Braunstein
ocd-bill/4c0c8b2c-c1c9-4866-b761-65a5b3cb0e03,William Colton
ocd-bill/4c0c8b2c-c1c9-4866-b761-65a5b3cb0e03,Jonathan Rivera
ocd-bill/4c0c8b2c-c1c9-4866-b761-65a5b3cb0e03,Jaime R. Williams
ocd-bill/4c0c8b2c-c1c9-4866-b761-65a5b3cb0e03,Manny De Los Santos
ocd-bill/654bd38a-d8c1-4987-a4e5-8d6f68360840,John K. Mikulin
ocd-bill/20fe1299-5693-4cc4-b087-1fcccadb3e58,Deborah Glick
ocd-bill/20fe1299-5693-4cc4-b087-1fcccadb3e58,Linda Rosenthal
ocd-bill/20fe1299-5693-4cc4-b087-1fcccadb3e58,Jeffrey Dinowitz
ocd-bill/20fe1299-5693-4cc4-b087-1fcccadb3e58,Vivian Cook
ocd-bill/20fe1299-5693-4cc4-b087-1fcccadb3e58,William Colton
ocd-bill/483c4d0c-47ea-4dce-9622-35e292fa7c35,Pamela J. Hunter
ocd-bill/483c4d0c-47ea-4dce-9622-35e292fa7c35,William Colton
ocd-bill/483c4d0c-47ea-4dce-9622-35e292fa7c35,Inez E. Dickens
ocd-bill/483c4d0c-47ea-4dce-9622-35e292fa7c35,Jo Anne Simon
ocd-bill/483c4d0c-47ea-4dce-9622-35e292fa7c35,Kenneth Zebrowski
ocd-bill/483c4d0c-47ea-4dce-9622-35e292fa7c35,Jonathan Jacobson
ocd-bill/f43952b3-ba85-4b86-95f6-ba32b0cf7e13,Deborah Glick
ocd-bill/68b31e6c-7677-4969-ad8b-f8eb56cf5c4c,Crystal Peoples-Stokes
ocd-bill/b96e6459-1d94-4dbd-8523-ebf30c05a643,Scott Gray
ocd-bill/b96e6459-1d94-4dbd-8523-ebf30c05a643,Kenneth Blankenbush
ocd-bill/b96e6459-1d94-4dbd-8523-ebf30c05a643,Scott H. Bendett
ocd-bill/18ae272f-da21-4693-b847-c5ce98afdfdd,William Conrad
ocd-bill/9a0efe7e-b4ac-40c6-8f5d-3b7e48e9aede,Patricia Fahy
ocd-bill/53e766c1-7c9f-43df-a9b2-463b1d1c44e2,Zohran Mamdani
ocd-bill/53e766c1-7c9f-43df-a9b2-463b1d1c44e2,Rebecca Seawright
