bill_id,bill_name,title,abstract,subject
ocd-bill/2856b61d-6b85-4afc-a1cc-a00ada883ff0,A 2270,Provides veterans free use of cabins and cottages located in public places of recreation within the state,Provides veterans free use of cabins and cottages located in public places of recreation within the state.,environment
ocd-bill/9990fe20-d875-496a-b05f-99ff8626bec6,A 2275,Establishes a student loan borrower bill of rights,Establishes the student loan borrower bill of rights to protect borrowers and ensure that student loan servicers act more as loan counselors than debt collectors.,education
ocd-bill/6553bfb6-301a-478e-b355-c4abfc35e48f,A 2254,Relates to school districts evaluating capital improvement projects for such school district in the state,"Relates to school districts evaluating capital improvement projects for such school district in the state for: compliance with the New York state climate leadership and community protection act, upgrading heating, ventilation or air conditioning to be more energy efficient, including, but not limited to upgrading to an active solar heating system; installing solar panels or other sources of alternative energy; improving broadband accessibility and reliability; upgrading technology so that it is more resistant to security risks; structural improvements, including, but not limited to windows, roofs, foundations and walls; purchasing hybrid or electric school buses; and upgrading plumbing and electrical systems.",education
ocd-bill/1ab1b74e-0fcc-478f-8610-fa51327bd267,A 2267,Allows volunteer firefighters to attend training without being penalized by their employer; and creates tax incentives for employing volunteer firefighters,Allows volunteer firefighters to attend training required under 19 NYCRR 426 without being penalized by their employer; creates tax incentives for employing volunteer firefighters.,taxation
ocd-bill/a7333d0e-d911-4ce1-8b38-148f28e9a261,A 2265,Relates to residency and verification requirements for certain sex offenders,Relates to residency and verification requirements for certain sex offenders; creates a permanent residency restriction for sex offenders from residing within 1000 feet of school grounds.,security
ocd-bill/8bd6f2ce-09ee-4b30-849a-0ec608f709cf,A 2243,Relates to prohibiting the sale or purchase of minor children,Prohibits the sale or purchase of minor children; makes such crime a class B felony.,security
ocd-bill/cbf333df-0901-4f06-aed1-0d635d5da39f,A 2296,Waives the thirty day residency requirement for certain hunting licenses for active duty military members and their families on permanent orders to be stationed within the state,Waives the thirty day residency requirement for certain hunting licenses for active duty military members and their families on permanent orders to be stationed within the state.,security
ocd-bill/21cc9ae8-600c-44e5-b4d6-4910304533b2,A 2283,Provides for transparency in long term care insurance rates,Provides for transparency in long term care insurance rates.,security
ocd-bill/b655db4c-035c-421f-8fc6-9b8d821747cf,A 2332,Repeals article 26 of the tax law known as the estate tax,Repeals the estate tax.,taxation
ocd-bill/c680485c-4188-4b9b-b211-3c975673901b,A 2244,Establishes the interagency task force on health literacy,"Establishes the interagency task force on health literacy, to study health literacy and develop recommendations for improving health literacy in this state.",health
ocd-bill/6f369e86-77fb-48b9-be71-0f3a575f2ba1,A 2226,Relates to warranties and protections for purchasers of new and used motor vehicles,Provides certain warranties and protections for purchasers of new and used motor vehicles; includes commercial and business purchasers under the Lemon Law.,security
ocd-bill/1519391b-e2a7-47d8-bf9a-0aceb8f87cff,A 2280,Establishes the Brooklyn-Queens expressway authority,"Establishes the Brooklyn-Queens expressway authority for the purposes of the continuance, further development and improvement of transportation along the Brooklyn-Queens expressway and other services related thereto.",transportation
ocd-bill/8edd6ca2-c582-4003-9d9f-8815c1aa0e99,A 2242,Establishes the retrain and employ unemployed persons program,Establishes the retrain and employ unemployed persons program providing grants to community colleges to develop training programs or improve existing workforce development programs for the purposes of training unemployed individuals for jobs in the regions surrounding such community colleges.,employment
ocd-bill/e34f8b96-cfe4-4c1a-8d17-fb8990b480f3,A 2272,"Establishes the ""health care information management act""","Relates to establishing the ""health care information management act""; requires an annual report by the commissioner to the governor, the temporary president of the senate and the speaker of the assembly.",health
ocd-bill/bd1cbc2b-dff9-4435-842d-bd9c5ea7cfc3,A 2216,Relates to the Volunteer and Exempt Firemen's Benevolent Association of Lewiston Fire Company No. 1,Expands the use of foreign fire insurance premium taxes by the Volunteer and Exempt Firemen's Benevolent Association of Lewiston Fire Company No. 1.,employment
ocd-bill/d1320404-a86d-4751-a205-cb19ea39c739,A 2249,Establishes a no fare program for students traveling on ferries,Establishes a no fare program for students in grades kindergarten through twelve traveling on ferries.,transportation
ocd-bill/da7a5e97-0186-45c6-ab21-cf297d9fba7d,A 2293,Relates to requiring bills with a threshold level of co-sponsorship to be brought to the floor for a vote to be taken thereon,Relates to requiring bills with a threshold level of co-sponsorship to be brought to the floor for a vote to be taken thereon.,security
ocd-bill/e7de69ea-54e5-40e1-b502-09c4e52cc2e2,A 2256,Relates to prohibiting the New York city board of elections from entering into contracts for certain services related to the conduct of elections with any entity that does not employ union labor,Relates to prohibiting New York city boards of elections from entering into contracts for certain services related to the conduct of elections with any entity that does not employ union labor.,elections
ocd-bill/5fd272d4-082e-40de-a246-f0a3f5abf03a,A 2371,Creates a tax deduction for certain expenses of health care professionals and emergency medical technicians relating to the COVID-19 declared emergency,Creates a tax deduction up to five thousand dollars for transportation and personal protective equipment expenses of health care professionals and emergency medical technicians relating to the COVID-19 declared emergency.,taxation
ocd-bill/699422f1-7c05-4fb5-bf85-64b0d45e3194,A 2368,Requires a study on the height of overhead utility lines and communication lines as such relate to the height of agricultural equipment and other heavy duty equipment,Requires a study on the national electric safety code line height standard for overhead utility lines and communication lines as such relate to the height of agricultural equipment and other heavy duty equipment.,agriculture
ocd-bill/3056a067-50ed-4df1-bdad-49bcb578ddd5,A 2345,Relates to not-for-profit lease of real property,"Relates to not-for-profit lease of real property; provides that when real property not used exclusively to carry out one or more exempt purposes is leased or otherwise used for commercial for-profit purposes, such property shall be subject to taxation and no portion shall be exempt.",security
ocd-bill/a521e974-aaba-4a47-8716-e679f452a74e,A 2377,Relates to support of living organ donation,Clarifies certain provisions of the New York state living donor support act.,health
ocd-bill/f6ca0184-46a5-4424-8e48-ac467c7cfef2,A 2344,Establishes the crime of criminally negligent use of real property,Establishes the crime of criminally negligent use of real property; establishes that the commission of such crime shall constitute a class A misdemeanor.,security
ocd-bill/86698156-22d1-41ce-8e4a-079b3ab4ab61,A 2338,Relates to exempting certain public school buildings from being designated as early polling locations,Exempts public school buildings with instructional space from being designated as early polling locations; allows school districts to decline school building designations as early polling locations.,security
ocd-bill/b372ccf5-66b6-4a1a-929d-d73d11fb10b4,A 2348,Establishes the bystander protection act,"Establishes the bystander protection act which increases the punishment for an offense when a member of the public is harmed, but the intended target is a public official.",security
ocd-bill/2b27044b-ef87-4843-983b-737e671874c2,A 2340,"Relates to the ceremonial designation of the Franklin Delano Roosevelt Mid-Hudson bridge as the ""Franklin and Eleanor Roosevelt Mid-Hudson Bridge""","Designates the Franklin Delano Roosevelt Mid-Hudson bridge as the ""Franklin and Eleanor Roosevelt Mid-Hudson Bridge"".",transportation
ocd-bill/a16eb9a9-8a93-47a2-a4c0-00a8f127e5a0,A 5812,Authorizes a parking permit system for park-and-rides in the borough of Staten Island in the city of New York,Authorizes a parking permit system for park-and-rides in the borough of Staten Island in the city of New York; requires residents of Staten Island to receive a permit free of charge and out-of-state residents to pay an annual fee for such permit.,transportation
ocd-bill/0eafb158-fea2-43a3-bfd8-3ae04e55c876,A 2364,Requires the division for small-business to publish a small business compliance guide,Requires the division for small-business to publish a small business compliance guide and post such guide to the division for small-business's website.,security
ocd-bill/949b5c2e-d698-447d-8440-2831ef3d7bb7,A 2360,Enhances support and services for students with disabilities for postsecondary success,"Provides grants to SUNY schools, CUNY schools, and certain other degree-granting colleges and universities in NY to provide support and services for students with disabilities for postsecondary success.",education
ocd-bill/09609b94-5ed2-4874-aa5b-dcd41086846c,A 2351,Relates to discovery restrictions for photographs of minors depicting sexual or other intimate parts,Relates to discovery restrictions for photographs of minors depicting sexual or other intimate parts; provides such photographs shall be subject to in camera review and certain other restrictions.,environment
ocd-bill/9d385ff7-d76d-4d81-9968-e8052033b50e,A 2374,Requires the estimated cost of mandated expenditures and appropriations within the body of the bill,Requires the estimated cost of mandated expenditures and appropriations within the body of the bill.,budget
ocd-bill/e80d50eb-67d0-4078-b102-34300d71b264,A 2330,Prohibits secondary schools and colleges from withholding student transcripts for failure to pay tuition,Prohibits secondary schools and higher education institutions from withholding student transcripts for failure to pay tuition.,education
ocd-bill/f3f82ab5-a726-4fe0-a58e-9142889d2703,A 2372,Establishes the Non-Degree Proprietary School Supervision and Student Protection Act,Establishes the Non-Degree Proprietary School Supervision and Student Protection Act.,security
ocd-bill/b509e18c-b81e-44d4-aae9-eb8a52e7afdf,A 2357,Requires e-mail service providers to implement a procedure to authenticate an individual's identity when such individual creates an e-mail account,Requires e-mail service providers to implement a procedure to authenticate an individual's identity when such individual creates a new e-mail account.,security
ocd-bill/054a773e-860d-4aa2-aea6-7812dbf35dc3,A 2352,Requires ad hoc members to be appointed in order to constitute a quorum,Requires ad hoc members to be appointed in order to constitute a quorum on the board of electric generating facilities; includes ad hoc members as part of the board.,security
ocd-bill/0cbfface-459c-4c39-8b35-189c3d9cf2ed,A 2359,Prohibits the withholding of state funding for service providers for people with developmental disabilities due to the receipt of certain COVID-19 federal funds,Prohibits the withholding of state funding for service providers for people with developmental disabilities due to the receipt of certain COVID-19 federal funds.,security
ocd-bill/8600c127-1776-4b38-9517-325fb210cb1a,A 2375,Provides exemption for first time home buyer from a mortgage or recording tax imposed by a municipality,Provides exemption for first time home buyers from a mortgage or recording tax imposed by a municipality pursuant to article 11 of the tax law; directs commissioner of taxation and finance to establish qualifications and procedures for obtaining such exemption.,taxation
ocd-bill/b46da8a0-755a-456b-8413-a10cf810b65c,A 2353,Exempts real property of an applicable battery park city property from payments in lieu of taxes,Makes clarifying changes to the exemption of real property of an applicable battery park city property from payments in lieu of taxes (PILOT).,taxation
ocd-bill/b1869937-927c-4334-9b16-fb0177f0e22c,A 2347,Provides for small wireless facility development,Relates to small wireless facility development; defines terms and sets standards and fees; provides a municipal corporation may require a wireless provider to repair all damage to a right of way directly caused by the activities of the wireless provider; provides courts of competent jurisdiction shall have jurisdiction to determine all disputes arising under this article.,employment
ocd-bill/720dc1b0-4b13-4178-98e3-bb73d919c53c,K 121,Commemorating the 19th Annual Susan B. Anthony Day in the State of New York,,transportation
ocd-bill/ee4b6d80-3452-4736-8f02-024c0b30bbed,A 4872,Requires landowners to be notified of a petroleum discharge,"Provides that upon notification of a petroleum discharge, the department of environmental conservation shall notify the municipal chief executive and landowners or tenants adjacent to or neighboring the site of the discharge whose property or drinking water supply may be potentially impacted by such discharge.",security
ocd-bill/a4ea83db-ab9b-42d5-99d3-537c3874199c,A 4858,Directs the commissioner of education to promulgate regulations providing for the decertification of a teacher convicted of a felony,Requires the commissioner of education to promulgate regulations that provide for the immediate decertification of any teacher who is convicted of a felony under NY law or any offense under the laws of another jurisdiction that would be a felony under NY law.,education
ocd-bill/eabdd812-bf93-4c5f-871a-70a533b98f66,A 4762,Requires air quality monitoring of certain major mass transportation projects that involve an excavation operation within N.Y. city,Requires air quality monitoring of certain major mass transportation projects that involve an excavation operation within a city having a population of one million or more.,transportation
ocd-bill/83d3ff86-d37a-486a-a8bb-2d44ae5cc1fe,A 4757,Requires certain safety devices at public boat launches,Requires owners of public boat launches to maintain at least one ring buoy or life preserver and a life-belt device on the premises.,security
ocd-bill/305cb6d4-f729-4c5a-a3cb-b0e0d560016e,A 4825,Relates to establishing gang courts pilot program,"Relates to establishing gang court pilot programs in the counties of Orange, Nassau, and Suffolk.",employment
ocd-bill/98dd9491-e21c-4281-82f3-0f47ab223922,A 4804,Relates to certain labelling requirements when substitute drug products are dispensed,Requires the brand name of a prescribed drug to be indicated on the label when substitute drug products are dispensed.,transportation
ocd-bill/c65669f9-1a04-4ad8-bf8d-01302e1a160a,A 4782,Allows retired state police officers to serve as police officers for local police departments without diminution of retirement benefits,Allows retired state police officers to serve as police officers for local police departments without diminution of retirement benefits; empowers the superintendent of state police to approve such service.,employment
ocd-bill/88f4f1a1-d4b8-4a7a-8d62-2d7fe6dddaa5,A 5845,"Authorizes Ministerio Sion New York, Inc. to retroactively apply for a real property tax exemption for certain property","Authorizes Ministerio Sion New York, Inc. to retroactively apply for a real property tax exemption for the 2022-2023 school year and 2023 general taxes for certain property located at 97 New Hyde Park Road in the hamlet of Franklin Square, town of Hempstead, county of Nassau.",taxation
ocd-bill/23d9452f-8075-4afb-afc8-9db72b080ce8,A 4837,Relates to police staffing at certain parks,Relates to police staffing at certain parks; bases the number of officers deployed to regions upon a percentage of the region's park attendance average.,employment
ocd-bill/866fe3da-37e7-4c60-b2df-654ad4f2b17e,A 4803,Relates to payments in support of racing,Relates to payments in support of racing; sets up a payment applicants must pay if they are issued a gaming facility license and they do not possess either a pari-mutuel wagering license or franchise award.,taxation
ocd-bill/9bfb2443-4a4e-47fa-a154-0bc406af2a90,A 4877,Relates to imposing a specific tax on all corporate stock buybacks of issued shares,Relates to imposing a tax of one-half of one percent on all corporate stock buybacks of issued shares.,taxation
ocd-bill/fde4a6ad-cb6c-495b-86e4-28a57d2c5bb3,K 126,"Memorializing Governor Kathy Hochul to proclaim February 2023, as Dominican Heritage Month in the State of New York",,transportation
ocd-bill/acc145eb-9b0e-4db6-ab38-dc4544a1c8fa,A 4765,Relates to waivers of rent adjustments attributable to major capital improvements,Relates to waivers of rent adjustments attributable to major capital improvements.,taxation
ocd-bill/61e67f44-bd1d-4eb4-97d4-00cdf56a1218,A 4876,Provides for the automated identification of affordability program participants,Provides for the automated identification of affordability program participants to enable such participants to be automatically entered into utility corporation energy affordability programs.,technology
ocd-bill/ef3fc9af-6290-431d-95cd-0ed30501ab9c,A 4774,Requires oil companies to clean up any spillage occurring during oil delivery,Requires oil companies to clean up any spillage occurring during oil delivery within 24 hours; imposes a fine of $500 for the first offense with $1000 for each additional offense.,security
ocd-bill/a21ede72-b4cb-44b8-b946-43d53324217b,A 4879,"Requires training for teachers, administrators and instructors in the area of mental health first aid","Requires training for teachers, administrators and instructors in the area of mental health first aid; requires office of mental health to assist in development of curriculum for training.",health
ocd-bill/af4f3502-392e-4a26-bbb0-c35520539395,A 4798,Requires certain health insurance policies and contracts to provide coverage for human leukocyte antigen testing for use in tissue typing for bone marrow testing,"Requires certain health insurance policies and contracts to provide coverage for human leukocyte antigen testing, also referred to as histocompatible locus antigen testing, for A, B, and DR antigens, for utilization in tissue typing for bone marrow testing.",health
ocd-bill/51706aaf-729a-487a-b143-24e9aa7a0269,A 4800,Increases the penalties for criminal impersonation in the first and second degrees,Increases the penalties for criminal impersonation in the first degree from a class E felony to a class D felony; increases the penalty for criminal impersonation in the second degree from a class A misdemeanor to a class E felony.,employment
ocd-bill/ef88145e-6c9d-4833-9a52-e1ad84ab4e68,A 4812,Relates to sanctions and penalties for operating a motor vehicle while under the influence of alcohol; repealer,Relates to sanctions and penalties for operating a motor vehicle while under the influence of alcohol; creates new offenses of criminal intoxication and aggravated criminal intoxication; provides for stiffer penalties for such violations; makes all violations felonies.,transportation
ocd-bill/03897f44-0598-4487-bd81-1579291f6a45,A 4834,Relates to negotiations between a governing board and a labor organization,Relates to negotiations between a governing board and a labor organization.,employment
ocd-bill/e46e6201-c2a7-49d8-b795-b6946632f25d,A 4805,Authorizes reduced cost on hunting; fishing and big game fees for certain disabled persons,"Provides that a resident of the state for a period of three months prior to the date of application and who is otherwise qualified for certain hunting, fishing and big game licenses and who has a disability as defined in the executive law shall be entitled to receive such license at 50% of the cost set by statute.",security
ocd-bill/3dff53d8-b1e8-437a-b506-a64eb69c3bc5,A 4841,Requires law enforcement agents and peace officers to record information pertaining to the race of persons they have meaningful interactions with in their memo books,Requires law enforcement agents and peace officers to record information in their memo books pertaining to the race of persons with whom they have meaningful interactions.,security
ocd-bill/812455c8-7d69-4ee9-af21-9b2abbb18d76,A 4779,Requires certain health insurance policies to provide coverage for diagnostic testing for ovarian cancer,"Provides that every health insurance policy which provides coverage for hospital, surgical or medical care shall provide coverage for the standard diagnostic testing for ovarian cancer upon the recommendation of a physician; provides that such standard diagnostic testing shall include a pelvic examination, a sonogram and a CA 125 blood test and related laboratory and diagnostic services.",health
ocd-bill/85fbc8cd-c8ea-488e-b2ca-08ab93fce9bf,A 6055,Relates to funding for the office for people with developmental disabilities,Relates to funding for the office for people with developmental disabilities; transfers one billion dollars to such office from funds appropriated to the MTA; appropriates funds therefor.,budget
ocd-bill/f0746839-3379-48e2-a367-34a6dbcdbc23,A 5987,Provides test preparation for certain students intending to apply to take the specialized high school admissions test,Provides test preparation for students in the seventh grade and eighth grade intending to apply to take the specialized high school admissions test.,education
ocd-bill/489c4f22-00a9-4b1f-b8e7-3eafb9ae05e6,A 5924,Prohibits the imposition of a surcharge by a seller in a sales transaction on a holder who uses a debit card,Prohibits the imposition of a surcharge by a seller in a sales transaction on a holder who uses a debit card.,security
ocd-bill/c6d5671b-b23f-4341-9340-3ba5b6b82d79,A 5941,Authorizes the towns of Harmony and North Harmony in Chautauqua county to elect a single town justice to preside in the town courts of such towns,Authorizes the towns of Harmony and North Harmony in Chautauqua county to elect a single town justice to preside in the town courts of such towns.,security
ocd-bill/d36683e1-9d18-4088-aa62-9c2ea1ded41b,K 261,"Commemorating the 40th Anniversary of the LOFT LGBTQ+ Community Center in White Plains, New York",,housing
ocd-bill/07f5cc03-52f5-4bf6-8499-611941dfeb1b,A 4771,Requires passengers on school buses equipped with seat belts to wear such belts when the bus is in motion,"Provides that all passengers of school buses must wear seat belts; exempts school bus attendants and others acting in a supervisory capacity from such requirement; requires that drivers announce ""Everybody fasten your seat belts"" before a school bus is placed in motion; empowers the commissioner of education to enforce such provisions; assigns a school bus attendant to each special needs student unable to comply with the seat belt requirement.",transportation
ocd-bill/078a240d-1900-47ee-8fb1-7773b712bb82,A 4622,Relates to the appointment of parole board members,"Removes the complete authority of the governor to appoint the entire parole board; provides that the parole board shall consist of twenty-four members of whom four shall be appointed by the governor, four members shall be appointed by the chief judge of the court of appeals, four members shall be appointed by the speaker of the assembly, four members shall be appointed by the temporary president of the senate, four members shall be appointed by the minority leader of the senate, and four members shall be appointed by the minority leader of the assembly.",employment
ocd-bill/d7652b86-a331-47a1-b4c8-2069cde9c2f3,A 4729,Relates to securing orders for certain firearms offenses,Permits courts to remand a principal to the custody of the sheriff for felony offenses involving the possession of firearms and weapons.,security
ocd-bill/a07900ef-a603-4862-90f1-a38412dbc8c2,A 4747,Permits school board members who have served ten years to elect to receive state health insurance,Allows retired and current school board members who have served for ten years to receive state health insurance benefits.,health
ocd-bill/6e9d4efb-46f1-4fb4-8540-e1af93daabd0,A 4788,Enacts the student suicide prevention act,"Enacts the student suicide prevention act; requires the governing board or body of every local educational agency serving students in grades seven to twelve, to adopt policies, procedures and guidelines on student suicide prevention, intervention and postvention for students in such grades.",education
ocd-bill/280e840d-a4f7-4ddc-9c78-1efea257c137,A 4695,Relates to transferring any unspent funds from the regents health care professional opportunity scholarship program to the regents physician loan forgiveness program,Transfers any unspent funds from the regents health care professional opportunity scholarship program to the regents physician loan forgiveness program; provides direction to distribute these funds to meet the same purposes as originally intended.,health
ocd-bill/3d830610-0e13-4724-bd5a-672bbafc9c78,A 4807,"Removes certain residential programs, residential facilities and child care institutions from the definition of the term ""youth shelter"" for certain purposes","Removes certain residential programs, residential facilities and child care institutions from the definition of the term ""youth shelter"" for purposes of the education of persons in youth shelters.",housing
ocd-bill/634e7fc2-a524-4b61-aa02-f5e83b1f1caf,A 4639,Creates the crime of prosecutorial misconduct,"Provides that if a prosecutor withholds information proving the innocence of an individual convicted of or charged with a crime, he or she shall be guilty of a felony with the term of imprisonment being twice that of the term of imprisonment the individual charged with the crime is faced with or twice that which the individual has been sentenced to.",education
ocd-bill/3aa95825-a2df-48e1-a374-f491a9ffb3d9,A 5952,"Requires legislative approval of any increased fees, rental or charges for the use of the thruway","Requires legislative approval of any increased fees, rental or charges for the use of the thruway; provides that any shortfalls in revenue resulting from a denied proposal shall be made whole by the general fund.",transportation
ocd-bill/321c3703-92e8-4ba8-9943-81e10b1c11e9,A 4723,Prohibits the passage of bills by the legislature between the hours of midnight and eight o'clock a.m. unless two-thirds of the legislature is present and requires two-thirds approval for messages of necessity,Prohibits the passage of bills by the legislature between the hours of midnight and eight o'clock a.m. unless 2/3 of the legislature is present; requires two-thirds approval for messages of necessity.,transportation
ocd-bill/737b1a87-7d7e-4f19-9011-00b15e09de44,A 4785,"Prohibits the production, sale and use of adhesive-based rodent traps","Prohibits the importation, manufacture, sale, distribution and use of glue traps, glue boards, and other adhesive-based rodent traps.",transportation
ocd-bill/251572e5-bc56-435c-9a3e-3264706793d6,A 4789,Establishes a residential condominium owner's bill of rights,Enacts a bill of rights for owners of residential condominium units to provide fair and equitable treatment of all unit owners; directs the attorney general to promulgate a handbook summary of the rights of unit owners vis-a-vis condominium associations and the procedures and processes available to unit owners to enforce such rights.,housing
ocd-bill/777ec0ed-4791-46c0-924f-9c52781c60f9,A 4744,Relates to advanced recycling and advanced recycling facilities,Relates to advanced recycling and advanced recycling facilities.,technology
ocd-bill/403d1d98-a6af-405a-aad5-100b87cf048e,A 4740,Prohibits the appointment of paid employees of the city of Yonkers as members of the board of education of the city school district of such city,Prohibits the appointment of paid employees of the city of Yonkers or any public benefit corporation thereof as members of the board of education of the city school district of such city; requires the appointment of members of such board to reflect the diversity of such city.,employment
ocd-bill/95528f08-9a0e-47b1-883e-32ea60f3d31e,A 4612,Establishes a legal services veterans tax credit for attorneys who perform certain services for veterans and disabled veterans,"Establishes a legal services veterans tax credit of up to $1,500 for any attorney who performs a minimum of fifty hours of pro bono legal services to a veteran or disabled veteran during a taxable year; provides that such services shall include, but not be limited to, veteran's benefits and appeals, military discharges and upgrades, public benefits, evictions and foreclosures, and consumer debt issues.",taxation
ocd-bill/2b45681d-0b00-4311-8ce7-8689edec8d67,A 4775,Authorizes a court to direct filing of non-family offense order of protection with the computerized registry for such orders and warrants,"Authorizes a court issuing a non-family offense temporary order of protection or an order of protection to direct that such order be filed with the computerized registry for orders of protection and warrants, if it is necessary to fulfill the purposes of such order; directs the superintendent of state police to include such orders on computerized registry.",security
ocd-bill/241b7932-f3c0-436e-b03a-29f8d3bf90b0,A 4763,"Requires that websites providing incarcerated individual information be searchable by the incarcerated individual's name, former name or alias","Requires that websites providing incarcerated individual information be searchable by the incarcerated individual's name, former name or alias.",security
ocd-bill/a287e284-3e20-46d2-9c01-888b5af6a19f,A 4797,Provides for the sharing of revenue from gaming devices located within the counties of Oneida and Madison,Provides for the sharing of thirty percent of revenue from gaming devices located within the county of Oneida; provides for the sharing of twenty-five percent of revenue from gaming devices located within the county of Madison.,technology
ocd-bill/fb26c327-dcfa-487b-9e96-2210bdfbe10b,A 4814,Eases certain restrictions on the conducting of games of chance and bingo for charitable purposes,Eases certain restrictions on the conducting of games of chance for charitable purposes; authorizes auxiliary members of authorized organizations to operate games of chance; authorizes conducting of games of chance on Sundays; expands advertising of games of chance; eases certain restrictions on the conducting of bingo games for charitable purposes; expands the frequency upon which bingo games may be held; authorizes auxiliary members of authorized organizations to conduct bingo games; authorizes the conducting of bingo games on Sundays; expands advertising of bingo games.,security
ocd-bill/33ed5a4c-4a00-4e39-8ce4-3fb1e14438da,A 4710,"Relates to certain medical record requirements for participants in the World Trade Center rescue, recovery, or cleanup operations","Relates to certain medical record requirements for participants in the World Trade Center rescue, recovery, or cleanup operations; extends the registration period for participation in the World Trade Center rescue, recovery and clean-up operations to September 11, 2027.",health
ocd-bill/dae39a6c-fc80-487f-8f9f-930409626c90,A 5915,Relates to the naturally occurring retirement community supportive service program,Relates to the naturally occurring retirement community supportive service program.,environment
ocd-bill/5e306b27-3b34-42a2-8aa2-46295db93f7e,A 5755,Authorizes the county of Jefferson to impose additional sales tax,"Authorizes the county of Jefferson to impose additional sales tax until November 30th, 2025.",taxation
ocd-bill/21c35f11-63d2-48a8-9e60-68c3a82e0c22,A 4733,Establishes a small business tax credit for the employment of disabled persons,Establishes a small business tax credit for the employment of disabled persons.,taxation
ocd-bill/8b9964be-066e-4892-9b9e-3024b16ea73f,A 4693,Relates to a real property tax exemption for property owned by a limited liability company,Permits a STAR exemption for property owned by a limited liability company where the limited liability company is owned by a person to whom the exemption would have otherwise been granted.,taxation
ocd-bill/2f106560-4c68-410b-b135-a718c7fcf0d6,A 4752,Creates the Eastchester creek intermunicipal economic revitalization agency,Creates the Eastchester creek intermunicipal economic revitalization agency.,employment
ocd-bill/6dae1ed6-3142-4770-90d9-68b8d55225b2,A 4651,Requires all individuals pawning goods to present identification and for pawnbrokers to keep records of such person,Requires all individuals pawning goods to present two forms of identification and for pawnbrokers to keep records of such person; requires pawnbrokers to report new goods within 24 hours of their receipt to the sheriff and they may not be sold or destroyed for 15 days; requires the sheriff to compile a list of goods stolen within the county.,transportation
ocd-bill/1626083f-0d09-47ce-a37d-16e9e5d5ffdf,A 4629,Relates to comptroller approval of certain contracts during a declared state disaster emergency,"Provides that where the governor suspends provisions relating to approval of certain contracts by state agencies, the comptroller shall review emergency contracts above a set threshold amount and submit a report to the chairs and ranking minority members of the senate finance committee and the assembly ways and means committee on such emergency contracts, noting any concerns and recommendations, within fourteen days of the submission of such emergency contract.",employment
ocd-bill/4dc07a96-4ce4-470e-8cf0-68a69a4f7727,A 4698,Establishes a rental assistance loan-to-grant program to assist landlords due to the COVID-19 pandemic,Establishes a rental assistance loan-to-grant program to assist landlords of small rental properties who have lost rental income due to the inability of the landlords' tenants to pay rent during the COVID-19 state disaster emergency; provides for the repeal of such provisions upon the expiration thereof.,security
ocd-bill/7c2a9cb4-9be0-4ac9-b0bb-32e6d79cb706,A 4741,Authorizes the Westchester county board of elections to merge any election district with 50 or fewer registered voters into an existing election district,Authorizes the Westchester county board of elections to merge any election district with 50 or fewer registered voters into an existing election district.,elections
ocd-bill/3bd0927e-a18a-450b-8469-8f27375e58e2,A 4811,Requires accident and health insurance policies to cover the cost of genetic testing of persons with a family history of cancer,Requires accident and health insurance policies to cover the cost of genetic testing of persons with a family history of cancer when the attending physician determines such person has a significant risk thereof.,health
ocd-bill/e1aaf77a-1f93-4b0f-a31b-0dd3ceb377db,A 4699,Relates to applications under the economic transformation and facility redevelopment program,Relates to extending the date for certain applications under the economic transformation and facility redevelopment program.,technology
ocd-bill/de3c3c11-5b99-4959-86b9-04aa95c75de9,A 4794,Requires the installation of safety netting on all new and renovated bridges,"Requires the installation of safety netting to prevent falling objects on all new and renovated bridges, including bridges that cross over other roadways, within the state.",security
ocd-bill/1af91f3c-61ed-4536-b5eb-59e8708a0943,A 4783,"Designates the tenth day of March of each year as a public holiday, to be known as Harriet Tubman day","Designates the tenth day of March of each year as a public holiday, to be known as Harriet Tubman day.",transportation
ocd-bill/d37d5e88-00d7-4191-b982-86712ea54d9f,A 4688,Relates to the definition of assault weapons,Relates to the definition of assault weapons; removes certain characteristics from the definition of assault weapons.,security
ocd-bill/c42816da-47f1-4bc6-a977-16d9690b766f,A 4607,Adjusts the regional labor force cost index for the Hudson Valley region,Adjusts the regional labor force cost index for the Hudson Valley region for the 2023-2024 school year and thereafter.,employment
ocd-bill/764be10c-02c7-4abb-9468-301df9b7ab1b,A 619,Relates to the sale of cosmetic products containing trace amounts of mercury,"Provides that no person shall sell or offer for sale any cosmetic product or personal care product containing mercury, other than in trace amounts allowed by the food and drug administration as unavoidable under conditions of good manufacturing practice or necessary for use as a preservative in the absence of an effective and safe nonmercurial preservative substitute.",health
ocd-bill/9adb9921-502b-4683-9e07-306a07f7eba3,A 4692,Criminalizes the operation of a school bus by a person having any amount of alcohol in his or her blood and providing sanctions for violations,Criminalizes the operation of a school bus by a person having any amount of alcohol in his or her blood and provides sanctions for violations.,transportation
ocd-bill/908c323b-8812-4278-a5ab-9d1ebc5651d7,A 6117,Allows for NYSTRS retirees to change their retirement plan beneficiary to a spouse at any time either prior to or after retirement,Allows for NYSTRS retirees to change their retirement plan beneficiary to a spouse at any time either prior to or after retirement.,health
ocd-bill/1d4d70eb-4cad-43f2-b6f8-e27ed3014643,A 657,Relates to commencing a study on the relationship between the corrections system and the child welfare system,Relates to commencing a study on the relationship between the corrections system and the child welfare system.,education
